id,batch_size,test_acc,x,y,z
0,12800,37%,0.11864406779661,-0.559322033898305,1.16035852683251
0,12800,37%,0.152542372881356,-0.559322033898305,1.18136663739827
0,12800,37%,0.186440677966102,-0.559322033898305,1.2017693996575
0,12800,37%,0.220338983050848,-0.559322033898305,1.22153038050219
0,12800,37%,0.254237288135593,-0.559322033898305,1.24061835772394
0,12800,37%,0.288135593220339,-0.559322033898305,1.2590314463598
0,12800,37%,0.322033898305085,-0.559322033898305,1.27660495819628
0,12800,37%,0.35593220338983,-0.559322033898305,1.29324913380428
0,12800,37%,0.389830508474576,-0.559322033898305,1.30919058604727
0,12800,37%,0.423728813559322,-0.559322033898305,1.32473934685061
0,12800,37%,0.457627118644068,-0.559322033898305,1.3401308473864
0,12800,37%,0.491525423728814,-0.559322033898305,1.35539418729233
0,12800,37%,0.525423728813559,-0.559322033898305,1.37062536799511
0,12800,37%,0.559322033898305,-0.559322033898305,1.38611330328715
0,12800,37%,0.593220338983051,-0.559322033898305,1.40196376307009
0,12800,37%,0.627118644067797,-0.559322033898305,1.41813898640461
0,12800,37%,0.661016949152542,-0.559322033898305,1.43460195763518
0,12800,37%,0.694915254237288,-0.559322033898305,1.45134550562568
0,12800,37%,0.728813559322034,-0.559322033898305,1.46849659952588
0,12800,37%,0.76271186440678,-0.559322033898305,1.48604336782281
0,12800,37%,0.796610169491526,-0.559322033898305,1.50390972077331
0,12800,37%,0.830508474576271,-0.559322033898305,1.52212430754067
0,12800,37%,0.864406779661017,-0.559322033898305,1.54074289007747
0,12800,37%,0.898305084745763,-0.559322033898305,1.55974000096765
0,12800,37%,0.932203389830508,-0.559322033898305,1.57908512774497
0,12800,37%,0.966101694915254,-0.559322033898305,1.59880783293284
0,12800,37%,1,-0.559322033898305,1.6187601739174
0,12800,37%,-1,-0.525423728813559,1.62144887033125
0,12800,37%,-0.966101694915254,-0.525423728813559,1.59319900536794
0,12800,37%,-0.932203389830508,-0.525423728813559,1.56468710882285
0,12800,37%,-0.898305084745763,-0.525423728813559,1.5360347921872
0,12800,37%,-0.864406779661017,-0.525423728813559,1.50733576756951
0,12800,37%,-0.830508474576271,-0.525423728813559,1.47881658557029
0,12800,37%,-0.796610169491525,-0.525423728813559,1.45049875793702
0,12800,37%,-0.76271186440678,-0.525423728813559,1.42252116581588
0,12800,37%,-0.728813559322034,-0.525423728813559,1.39504423542031
0,12800,37%,-0.694915254237288,-0.525423728813559,1.36790756513685
0,12800,37%,-0.661016949152542,-0.525423728813559,1.34097067967281
0,12800,37%,-0.627118644067797,-0.525423728813559,1.31448688323991
0,12800,37%,-0.593220338983051,-0.525423728813559,1.28819518062514
0,12800,37%,-0.559322033898305,-0.525423728813559,1.26150740177015
0,12800,37%,-0.525423728813559,-0.525423728813559,1.23492387910608
0,12800,37%,-0.491525423728814,-0.525423728813559,1.20800455692582
0,12800,37%,-0.457627118644068,-0.525423728813559,1.18074080372341
0,12800,37%,-0.423728813559322,-0.525423728813559,1.15351166926785
0,12800,37%,-0.389830508474576,-0.525423728813559,1.12613948872027
0,12800,37%,-0.355932203389831,-0.525423728813559,1.09936782005072
0,12800,37%,-0.322033898305085,-0.525423728813559,1.07398021204391
0,12800,37%,-0.288135593220339,-0.525423728813559,1.05117994920288
0,12800,37%,-0.254237288135593,-0.525423728813559,1.03245835233656
0,12800,37%,-0.220338983050847,-0.525423728813559,1.01870488477844
0,12800,37%,-0.186440677966102,-0.525423728813559,1.0107029338722
0,12800,37%,-0.152542372881356,-0.525423728813559,1.00886012306807
0,12800,37%,-0.11864406779661,-0.525423728813559,1.01294446281132
0,12800,37%,-0.084745762711864,-0.525423728813559,1.02250017612108
0,12800,37%,-0.050847457627119,-0.525423728813559,1.03675347731609
0,12800,37%,-0.016949152542373,-0.525423728813559,1.05469092133424
0,12800,37%,0.016949152542373,-0.525423728813559,1.07515232697783
0,12800,37%,0.050847457627119,-0.525423728813559,1.09654787268203
0,12800,37%,0.084745762711864,-0.525423728813559,1.11801675313873
0,12800,37%,0.11864406779661,-0.525423728813559,1.13953624189953
0,12800,37%,0.152542372881356,-0.525423728813559,1.16074274720587
0,12800,37%,0.186440677966102,-0.525423728813559,1.18127167115327
0,12800,37%,0.220338983050848,-0.525423728813559,1.20121629777524
0,12800,37%,0.254237288135593,-0.525423728813559,1.22042614814423
0,12800,37%,0.288135593220339,-0.525423728813559,1.23887479299324
0,12800,37%,0.322033898305085,-0.525423728813559,1.25631750018111
0,12800,37%,0.35593220338983,-0.525423728813559,1.27283981301417
0,12800,37%,0.389830508474576,-0.525423728813559,1.2888256617776
0,12800,37%,0.423728813559322,-0.525423728813559,1.30458711360494
0,12800,37%,0.457627118644068,-0.525423728813559,1.32017009757658
0,12800,37%,0.491525423728814,-0.525423728813559,1.33561702970516
0,12800,37%,0.525423728813559,-0.525423728813559,1.35114757753889
0,12800,37%,0.559322033898305,-0.525423728813559,1.36692922092724
0,12800,37%,0.593220338983051,-0.525423728813559,1.38307995527936
0,12800,37%,0.627118644067797,-0.525423728813559,1.39955391418384
0,12800,37%,0.661016949152542,-0.525423728813559,1.41623173168993
0,12800,37%,0.694915254237288,-0.525423728813559,1.43335240076418
0,12800,37%,0.728813559322034,-0.525423728813559,1.45089111667631
0,12800,37%,0.76271186440678,-0.525423728813559,1.46874618697467
0,12800,37%,0.796610169491526,-0.525423728813559,1.48695505806643
0,12800,37%,0.830508474576271,-0.525423728813559,1.50566376961097
0,12800,37%,0.864406779661017,-0.525423728813559,1.52472125875737
0,12800,37%,0.898305084745763,-0.525423728813559,1.54422611228373
0,12800,37%,0.932203389830508,-0.525423728813559,1.56417844938328
0,12800,37%,0.966101694915254,-0.525423728813559,1.58441605302925
0,12800,37%,1,-0.525423728813559,1.60484918515665
0,12800,37%,-1,-0.491525423728814,1.60950371669358
0,12800,37%,-0.966101694915254,-0.491525423728814,1.58096987389163
0,12800,37%,-0.932203389830508,-0.491525423728814,1.55221780519335
0,12800,37%,-0.898305084745763,-0.491525423728814,1.52329288891702
0,12800,37%,-0.864406779661017,-0.491525423728814,1.49416233053535
0,12800,37%,-0.830508474576271,-0.491525423728814,1.4648682996478
0,12800,37%,-0.796610169491525,-0.491525423728814,1.43550886845203
0,12800,37%,-0.76271186440678,-0.491525423728814,1.40628916628485
0,12800,37%,-0.728813559322034,-0.491525423728814,1.37752350264868
0,12800,37%,-0.694915254237288,-0.491525423728814,1.34967877539528
0,12800,37%,-0.661016949152542,-0.491525423728814,1.32273402666666
0,12800,37%,-0.627118644067797,-0.491525423728814,1.29654889596862
0,12800,37%,-0.593220338983051,-0.491525423728814,1.27097182696901
0,12800,37%,-0.559322033898305,-0.491525423728814,1.24576760270868
0,12800,37%,-0.525423728813559,-0.491525423728814,1.2200000995633
0,12800,37%,-0.491525423728814,-0.491525423728814,1.19319514582651
0,12800,37%,-0.457627118644068,-0.491525423728814,1.16560354822575
0,12800,37%,-0.423728813559322,-0.491525423728814,1.13755958919198
0,12800,37%,-0.389830508474576,-0.491525423728814,1.10999525398063
0,12800,37%,-0.355932203389831,-0.491525423728814,1.08263998750185
0,12800,37%,-0.322033898305085,-0.491525423728814,1.05595905157864
0,12800,37%,-0.288135593220339,-0.491525423728814,1.03067959760862
0,12800,37%,-0.254237288135593,-0.491525423728814,1.00831688892857
0,12800,37%,-0.220338983050847,-0.491525423728814,0.990420823307962
0,12800,37%,-0.186440677966102,-0.491525423728814,0.978938099191104
0,12800,37%,-0.152542372881356,-0.491525423728814,0.974969035390186
0,12800,37%,-0.11864406779661,-0.491525423728814,0.978225905760662
0,12800,37%,-0.084745762711864,-0.491525423728814,0.987779222992408
0,12800,37%,-0.050847457627119,-0.491525423728814,1.00253030921794
0,12800,37%,-0.016949152542373,-0.491525423728814,1.02117123275361
0,12800,37%,0.016949152542373,-0.491525423728814,1.04241430780314
0,12800,37%,0.050847457627119,-0.491525423728814,1.0647867201238
0,12800,37%,0.084745762711864,-0.491525423728814,1.08738861132928
0,12800,37%,0.11864406779661,-0.491525423728814,1.10968830016057
0,12800,37%,0.152542372881356,-0.491525423728814,1.13167852173601
0,12800,37%,0.186440677966102,-0.491525423728814,1.1531561020561
0,12800,37%,0.220338983050848,-0.491525423728814,1.17397752853313
0,12800,37%,0.254237288135593,-0.491525423728814,1.19417950081318
0,12800,37%,0.288135593220339,-0.491525423728814,1.21382979386828
0,12800,37%,0.322033898305085,-0.491525423728814,1.23278389412732
0,12800,37%,0.35593220338983,-0.491525423728814,1.25098238617967
0,12800,37%,0.389830508474576,-0.491525423728814,1.2685665337047
0,12800,37%,0.423728813559322,-0.491525423728814,1.28585119260363
0,12800,37%,0.457627118644068,-0.491525423728814,1.30298414569095
0,12800,37%,0.491525423728814,-0.491525423728814,1.319978831811
0,12800,37%,0.525423728813559,-0.491525423728814,1.33678421167157
0,12800,37%,0.559322033898305,-0.491525423728814,1.35373479479415
0,12800,37%,0.593220338983051,-0.491525423728814,1.37108932836891
0,12800,37%,0.627118644067797,-0.491525423728814,1.38881861275845
0,12800,37%,0.661016949152542,-0.491525423728814,1.40694860899104
0,12800,37%,0.694915254237288,-0.491525423728814,1.42555152970389
0,12800,37%,0.728813559322034,-0.491525423728814,1.44456868295965
0,12800,37%,0.76271186440678,-0.491525423728814,1.46406543393053
0,12800,37%,0.796610169491526,-0.491525423728814,1.48402637028054
0,12800,37%,0.830508474576271,-0.491525423728814,1.50440301797194
0,12800,37%,0.864406779661017,-0.491525423728814,1.52518884204032
0,12800,37%,0.898305084745763,-0.491525423728814,1.54639213166669
0,12800,37%,0.932203389830508,-0.491525423728814,1.56790807513451
0,12800,37%,0.966101694915254,-0.491525423728814,1.58976286918801
0,12800,37%,1,-0.491525423728814,1.61187272573032
0,12800,37%,-1,-0.457627118644068,1.59694515712078
0,12800,37%,-0.966101694915254,-0.457627118644068,1.5678528706163
0,12800,37%,-0.932203389830508,-0.457627118644068,1.53831399879899
0,12800,37%,-0.898305084745763,-0.457627118644068,1.50856675559734
0,12800,37%,-0.864406779661017,-0.457627118644068,1.47863163597263
0,12800,37%,-0.830508474576271,-0.457627118644068,1.44853277960596
0,12800,37%,-0.796610169491525,-0.457627118644068,1.41823215328752
0,12800,37%,-0.76271186440678,-0.457627118644068,1.38789058124534
0,12800,37%,-0.728813559322034,-0.457627118644068,1.3576288524599
0,12800,37%,-0.694915254237288,-0.457627118644068,1.32784253894935
0,12800,37%,-0.661016949152542,-0.457627118644068,1.29902594673978
0,12800,37%,-0.627118644067797,-0.457627118644068,1.27123544208215
0,12800,37%,-0.593220338983051,-0.457627118644068,1.24426803952571
0,12800,37%,-0.559322033898305,-0.457627118644068,1.2179625175069
0,12800,37%,-0.525423728813559,-0.457627118644068,1.19215478107825
0,12800,37%,-0.491525423728814,-0.457627118644068,1.16585451932907
0,12800,37%,-0.457627118644068,-0.457627118644068,1.13892201352333
0,12800,37%,-0.423728813559322,-0.457627118644068,1.11115039868066
0,12800,37%,-0.389830508474576,-0.457627118644068,1.08327212674136
0,12800,37%,-0.355932203389831,-0.457627118644068,1.05617290996412
0,12800,37%,-0.322033898305085,-0.457627118644068,1.02973397473109
0,12800,37%,-0.288135593220339,-0.457627118644068,1.00492079266292
0,12800,37%,-0.254237288135593,-0.457627118644068,0.982796848688585
0,12800,37%,-0.220338983050847,-0.457627118644068,0.965173184353798
0,12800,37%,-0.186440677966102,-0.457627118644068,0.954080214364096
0,12800,37%,-0.152542372881356,-0.457627118644068,0.950205473434862
0,12800,37%,-0.11864406779661,-0.457627118644068,0.953610708587931
0,12800,37%,-0.084745762711864,-0.457627118644068,0.963222866807138
0,12800,37%,-0.050847457627119,-0.457627118644068,0.978007941759961
0,12800,37%,-0.016949152542373,-0.457627118644068,0.996677647984237
0,12800,37%,0.016949152542373,-0.457627118644068,1.01796962438662
0,12800,37%,0.050847457627119,-0.457627118644068,1.04045152538347
0,12800,37%,0.084745762711864,-0.457627118644068,1.06331641501323
0,12800,37%,0.11864406779661,-0.457627118644068,1.085959246921
0,12800,37%,0.152542372881356,-0.457627118644068,1.10836547562522
0,12800,37%,0.186440677966102,-0.457627118644068,1.13027973824211
0,12800,37%,0.220338983050848,-0.457627118644068,1.15152015152593
0,12800,37%,0.254237288135593,-0.457627118644068,1.17209889566471
0,12800,37%,0.288135593220339,-0.457627118644068,1.19206062800049
0,12800,37%,0.322033898305085,-0.457627118644068,1.21120154092851
0,12800,37%,0.35593220338983,-0.457627118644068,1.22959043781135
0,12800,37%,0.389830508474576,-0.457627118644068,1.247484704493
0,12800,37%,0.423728813559322,-0.457627118644068,1.26526259973173
0,12800,37%,0.457627118644068,-0.457627118644068,1.28277526987418
0,12800,37%,0.491525423728814,-0.457627118644068,1.29990002295746
0,12800,37%,0.525423728813559,-0.457627118644068,1.31697654178853
0,12800,37%,0.559322033898305,-0.457627118644068,1.3342322718655
0,12800,37%,0.593220338983051,-0.457627118644068,1.35177054028999
0,12800,37%,0.627118644067797,-0.457627118644068,1.36970317111938
0,12800,37%,0.661016949152542,-0.457627118644068,1.38807799356551
0,12800,37%,0.694915254237288,-0.457627118644068,1.40692631264634
0,12800,37%,0.728813559322034,-0.457627118644068,1.42628756140531
0,12800,37%,0.76271186440678,-0.457627118644068,1.44622089561065
0,12800,37%,0.796610169491526,-0.457627118644068,1.46666256497838
0,12800,37%,0.830508474576271,-0.457627118644068,1.48762608390426
0,12800,37%,0.864406779661017,-0.457627118644068,1.50906308052664
0,12800,37%,0.898305084745763,-0.457627118644068,1.53091546792922
0,12800,37%,0.932203389830508,-0.457627118644068,1.55315044301517
0,12800,37%,0.966101694915254,-0.457627118644068,1.5757454164919
0,12800,37%,1,-0.457627118644068,1.59864368229464
0,12800,37%,-1,-0.423728813559322,1.58524207587718
0,12800,37%,-0.966101694915254,-0.423728813559322,1.55540133300101
0,12800,37%,-0.932203389830508,-0.423728813559322,1.52516560584474
0,12800,37%,-0.898305084745763,-0.423728813559322,1.4946526039705
0,12800,37%,-0.864406779661017,-0.423728813559322,1.46391149696993
0,12800,37%,-0.830508474576271,-0.423728813559322,1.43307531908337
0,12800,37%,-0.796610169491525,-0.423728813559322,1.40209463045707
0,12800,37%,-0.76271186440678,-0.423728813559322,1.37096700323461
0,12800,37%,-0.728813559322034,-0.423728813559322,1.33965812729259
0,12800,37%,-0.694915254237288,-0.423728813559322,1.30842376243479
0,12800,37%,-0.661016949152542,-0.423728813559322,1.27752809390048
0,12800,37%,-0.627118644067797,-0.423728813559322,1.24759943029706
0,12800,37%,-0.593220338983051,-0.423728813559322,1.21879167156628
0,12800,37%,-0.559322033898305,-0.423728813559322,1.19112912188962
0,12800,37%,-0.525423728813559,-0.423728813559322,1.16427314521877
0,12800,37%,-0.491525423728814,-0.423728813559322,1.13783564874673
0,12800,37%,-0.457627118644068,-0.423728813559322,1.11126238799589
0,12800,37%,-0.423728813559322,-0.423728813559322,1.08411824814505
0,12800,37%,-0.389830508474576,-0.423728813559322,1.05635883566273
0,12800,37%,-0.355932203389831,-0.423728813559322,1.02899864826831
0,12800,37%,-0.322033898305085,-0.423728813559322,1.0027921156395
0,12800,37%,-0.288135593220339,-0.423728813559322,0.978312076774027
0,12800,37%,-0.254237288135593,-0.423728813559322,0.956534938381044
0,12800,37%,-0.220338983050847,-0.423728813559322,0.939321393530372
0,12800,37%,-0.186440677966102,-0.423728813559322,0.928508882058904
0,12800,37%,-0.152542372881356,-0.423728813559322,0.924785793467001
0,12800,37%,-0.11864406779661,-0.423728813559322,0.928081957931054
0,12800,37%,-0.084745762711864,-0.423728813559322,0.937635760123027
0,12800,37%,-0.050847457627119,-0.423728813559322,0.952347624480827
0,12800,37%,-0.016949152542373,-0.423728813559322,0.970982713590521
0,12800,37%,0.016949152542373,-0.423728813559322,0.992243931203607
0,12800,37%,0.050847457627119,-0.423728813559322,1.01480816968165
0,12800,37%,0.084745762711864,-0.423728813559322,1.03797121873391
0,12800,37%,0.11864406779661,-0.423728813559322,1.06112563494152
0,12800,37%,0.152542372881356,-0.423728813559322,1.08405719514399
0,12800,37%,0.186440677966102,-0.423728813559322,1.10642031906852
0,12800,37%,0.220338983050848,-0.423728813559322,1.12804700152828
0,12800,37%,0.254237288135593,-0.423728813559322,1.14896270053217
0,12800,37%,0.288135593220339,-0.423728813559322,1.16924658914735
0,12800,37%,0.322033898305085,-0.423728813559322,1.18867298163166
0,12800,37%,0.35593220338983,-0.423728813559322,1.20743134365074
0,12800,37%,0.389830508474576,-0.423728813559322,1.22586193311871
0,12800,37%,0.423728813559322,-0.423728813559322,1.24401138192818
0,12800,37%,0.457627118644068,-0.423728813559322,1.2616924456091
0,12800,37%,0.491525423728814,-0.423728813559322,1.27909614155528
0,12800,37%,0.525423728813559,-0.423728813559322,1.29643099665058
0,12800,37%,0.559322033898305,-0.423728813559322,1.31384422698893
0,12800,37%,0.593220338983051,-0.423728813559322,1.33158955348786
0,12800,37%,0.627118644067797,-0.423728813559322,1.34972320727106
0,12800,37%,0.661016949152542,-0.423728813559322,1.36830785746224
0,12800,37%,0.694915254237288,-0.423728813559322,1.38743157457972
0,12800,37%,0.728813559322034,-0.423728813559322,1.40721708132853
0,12800,37%,0.76271186440678,-0.423728813559322,1.42761839356282
0,12800,37%,0.796610169491526,-0.423728813559322,1.44861160046464
0,12800,37%,0.830508474576271,-0.423728813559322,1.47018577643475
0,12800,37%,0.864406779661017,-0.423728813559322,1.4922670189842
0,12800,37%,0.898305084745763,-0.423728813559322,1.51484530988865
0,12800,37%,0.932203389830508,-0.423728813559322,1.53789788931448
0,12800,37%,0.966101694915254,-0.423728813559322,1.56133450642347
0,12800,37%,1,-0.423728813559322,1.58506914104286
0,12800,37%,-1,-0.389830508474576,1.57483338640161
0,12800,37%,-0.966101694915254,-0.389830508474576,1.54439561643171
0,12800,37%,-0.932203389830508,-0.389830508474576,1.51351065610919
0,12800,37%,-0.898305084745763,-0.389830508474576,1.48228139411336
0,12800,37%,-0.864406779661017,-0.389830508474576,1.45087944287799
0,12800,37%,-0.830508474576271,-0.389830508474576,1.41920377405562
0,12800,37%,-0.796610169491525,-0.389830508474576,1.38734256023218
0,12800,37%,-0.76271186440678,-0.389830508474576,1.35531743738221
0,12800,37%,-0.728813559322034,-0.389830508474576,1.32317412192954
0,12800,37%,-0.694915254237288,-0.389830508474576,1.29087535916063
0,12800,37%,-0.661016949152542,-0.389830508474576,1.25859319979367
0,12800,37%,-0.627118644067797,-0.389830508474576,1.22670441725224
0,12800,37%,-0.593220338983051,-0.389830508474576,1.19566197200002
0,12800,37%,-0.559322033898305,-0.389830508474576,1.16588431516619
0,12800,37%,-0.525423728813559,-0.389830508474576,1.13752150864272
0,12800,37%,-0.491525423728814,-0.389830508474576,1.11013804349007
0,12800,37%,-0.457627118644068,-0.389830508474576,1.08320644079237
0,12800,37%,-0.423728813559322,-0.389830508474576,1.05634239299736
0,12800,37%,-0.389830508474576,-0.389830508474576,1.02922139828106
0,12800,37%,-0.355932203389831,-0.389830508474576,1.00168243122517
0,12800,37%,-0.322033898305085,-0.389830508474576,0.97538713661792
0,12800,37%,-0.288135593220339,-0.389830508474576,0.950987346555637
0,12800,37%,-0.254237288135593,-0.389830508474576,0.929505747709178
0,12800,37%,-0.220338983050847,-0.389830508474576,0.912638267143229
0,12800,37%,-0.186440677966102,-0.389830508474576,0.902160074162643
0,12800,37%,-0.152542372881356,-0.389830508474576,0.898582815762877
0,12800,37%,-0.11864406779661,-0.389830508474576,0.901765013706307
0,12800,37%,-0.084745762711864,-0.389830508474576,0.911027777080246
0,12800,37%,-0.050847457627119,-0.389830508474576,0.925494156753127
0,12800,37%,-0.016949152542373,-0.389830508474576,0.943854327772218
0,12800,37%,0.016949152542373,-0.389830508474576,0.964962262239791
0,12800,37%,0.050847457627119,-0.389830508474576,0.98773086979329
0,12800,37%,0.084745762711864,-0.389830508474576,1.01119633406468
0,12800,37%,0.11864406779661,-0.389830508474576,1.03493264935342
0,12800,37%,0.152542372881356,-0.389830508474576,1.0583863993778
0,12800,37%,0.186440677966102,-0.389830508474576,1.08116726006491
0,12800,37%,0.220338983050848,-0.389830508474576,1.10316459882193
0,12800,37%,0.254237288135593,-0.389830508474576,1.12459907310191
0,12800,37%,0.288135593220339,-0.389830508474576,1.1452143507787
0,12800,37%,0.322033898305085,-0.389830508474576,1.16511592463322
0,12800,37%,0.35593220338983,-0.389830508474576,1.18441173712371
0,12800,37%,0.389830508474576,-0.389830508474576,1.20333900012139
0,12800,37%,0.423728813559322,-0.389830508474576,1.22174380143396
0,12800,37%,0.457627118644068,-0.389830508474576,1.2396448715303
0,12800,37%,0.491525423728814,-0.389830508474576,1.25731780406343
0,12800,37%,0.525423728813559,-0.389830508474576,1.27486311945646
0,12800,37%,0.559322033898305,-0.389830508474576,1.29243371630591
0,12800,37%,0.593220338983051,-0.389830508474576,1.31032659300571
0,12800,37%,0.627118644067797,-0.389830508474576,1.32866778172768
0,12800,37%,0.661016949152542,-0.389830508474576,1.3475462634577
0,12800,37%,0.694915254237288,-0.389830508474576,1.3670514077491
0,12800,37%,0.728813559322034,-0.389830508474576,1.38725709336565
0,12800,37%,0.76271186440678,-0.389830508474576,1.40815152984061
0,12800,37%,0.796610169491526,-0.389830508474576,1.42972806930731
0,12800,37%,0.830508474576271,-0.389830508474576,1.45199691445227
0,12800,37%,0.864406779661017,-0.389830508474576,1.47489016875577
0,12800,37%,0.898305084745763,-0.389830508474576,1.49834960286623
0,12800,37%,0.932203389830508,-0.389830508474576,1.52220545353992
0,12800,37%,0.966101694915254,-0.389830508474576,1.54647282222666
0,12800,37%,1,-0.389830508474576,1.5710632511235
0,12800,37%,-1,-0.355932203389831,1.56635024694637
0,12800,37%,-0.966101694915254,-0.355932203389831,1.53551686276253
0,12800,37%,-0.932203389830508,-0.355932203389831,1.50409752671355
0,12800,37%,-0.898305084745763,-0.355932203389831,1.47230249893626
0,12800,37%,-0.864406779661017,-0.355932203389831,1.44013608330339
0,12800,37%,-0.830508474576271,-0.355932203389831,1.40756609049236
0,12800,37%,-0.796610169491525,-0.355932203389831,1.3746910357193
0,12800,37%,-0.76271186440678,-0.355932203389831,1.34167761811335
0,12800,37%,-0.728813559322034,-0.355932203389831,1.30844896638878
0,12800,37%,-0.694915254237288,-0.355932203389831,1.27509712574297
0,12800,37%,-0.661016949152542,-0.355932203389831,1.24176630274444
0,12800,37%,-0.627118644067797,-0.355932203389831,1.20840639205832
0,12800,37%,-0.593220338983051,-0.355932203389831,1.17546147678812
0,12800,37%,-0.559322033898305,-0.355932203389831,1.14344117972045
0,12800,37%,-0.525423728813559,-0.355932203389831,1.11275140962173
0,12800,37%,-0.491525423728814,-0.355932203389831,1.08374326292261
0,12800,37%,-0.457627118644068,-0.355932203389831,1.05576046031649
0,12800,37%,-0.423728813559322,-0.355932203389831,1.02829560357403
0,12800,37%,-0.389830508474576,-0.355932203389831,1.00142804605883
0,12800,37%,-0.355932203389831,-0.355932203389831,0.974553605450407
0,12800,37%,-0.322033898305085,-0.355932203389831,0.94801386429109
0,12800,37%,-0.288135593220339,-0.355932203389831,0.923533109803008
0,12800,37%,-0.254237288135593,-0.355932203389831,0.902083540127647
0,12800,37%,-0.220338983050847,-0.355932203389831,0.885184394739486
0,12800,37%,-0.186440677966102,-0.355932203389831,0.874742507430088
0,12800,37%,-0.152542372881356,-0.355932203389831,0.871282584992004
0,12800,37%,-0.11864406779661,-0.355932203389831,0.874386212819006
0,12800,37%,-0.084745762711864,-0.355932203389831,0.883327779343163
0,12800,37%,-0.050847457627119,-0.355932203389831,0.897197872088697
0,12800,37%,-0.016949152542373,-0.355932203389831,0.915081085965596
0,12800,37%,0.016949152542373,-0.355932203389831,0.935867088079892
0,12800,37%,0.050847457627119,-0.355932203389831,0.958752939378075
0,12800,37%,0.084745762711864,-0.355932203389831,0.982668288920299
0,12800,37%,0.11864406779661,-0.355932203389831,1.0069126161151
0,12800,37%,0.152542372881356,-0.355932203389831,1.03074377247333
0,12800,37%,0.186440677966102,-0.355932203389831,1.05402496418143
0,12800,37%,0.220338983050848,-0.355932203389831,1.07664399591369
0,12800,37%,0.254237288135593,-0.355932203389831,1.09848308182384
0,12800,37%,0.288135593220339,-0.355932203389831,1.11964124892089
0,12800,37%,0.322033898305085,-0.355932203389831,1.14014852300488
0,12800,37%,0.35593220338983,-0.355932203389831,1.16005476768542
0,12800,37%,0.389830508474576,-0.355932203389831,1.17944294360176
0,12800,37%,0.423728813559322,-0.355932203389831,1.1981635760748
0,12800,37%,0.457627118644068,-0.355932203389831,1.2163097647845
0,12800,37%,0.491525423728814,-0.355932203389831,1.23408372375243
0,12800,37%,0.525423728813559,-0.355932203389831,1.25179686360898
0,12800,37%,0.559322033898305,-0.355932203389831,1.26960740158555
0,12800,37%,0.593220338983051,-0.355932203389831,1.2877412133936
0,12800,37%,0.627118644067797,-0.355932203389831,1.30635290389362
0,12800,37%,0.661016949152542,-0.355932203389831,1.32552352871159
0,12800,37%,0.694915254237288,-0.355932203389831,1.34547453459702
0,12800,37%,0.728813559322034,-0.355932203389831,1.36624752515699
0,12800,37%,0.76271186440678,-0.355932203389831,1.38779016304636
0,12800,37%,0.796610169491526,-0.355932203389831,1.41022441178132
0,12800,37%,0.830508474576271,-0.355932203389831,1.43338193146146
0,12800,37%,0.864406779661017,-0.355932203389831,1.45709217917592
0,12800,37%,0.898305084745763,-0.355932203389831,1.48136879783745
0,12800,37%,0.932203389830508,-0.355932203389831,1.50614369012789
0,12800,37%,0.966101694915254,-0.355932203389831,1.53139880324043
0,12800,37%,1,-0.355932203389831,1.55701195582934
0,12800,37%,-1,-0.322033898305085,1.56012635856744
0,12800,37%,-0.966101694915254,-0.322033898305085,1.52902975302068
0,12800,37%,-0.932203389830508,-0.322033898305085,1.49732583061955
0,12800,37%,-0.898305084745763,-0.322033898305085,1.46498930292291
0,12800,37%,-0.864406779661017,-0.322033898305085,1.43202480645676
0,12800,37%,-0.830508474576271,-0.322033898305085,1.39862716175746
0,12800,37%,-0.796610169491525,-0.322033898305085,1.36479598931515
0,12800,37%,-0.76271186440678,-0.322033898305085,1.33054063186921
0,12800,37%,-0.728813559322034,-0.322033898305085,1.2961421189804
0,12800,37%,-0.694915254237288,-0.322033898305085,1.26170196779119
0,12800,37%,-0.661016949152542,-0.322033898305085,1.22719135292504
0,12800,37%,-0.627118644067797,-0.322033898305085,1.19280427480694
0,12800,37%,-0.593220338983051,-0.322033898305085,1.15849603165403
0,12800,37%,-0.559322033898305,-0.322033898305085,1.124555797193
0,12800,37%,-0.525423728813559,-0.322033898305085,1.09164480283378
0,12800,37%,-0.491525423728814,-0.322033898305085,1.0601777568321
0,12800,37%,-0.457627118644068,-0.322033898305085,1.03021921329668
0,12800,37%,-0.423728813559322,-0.322033898305085,1.00151683366925
0,12800,37%,-0.389830508474576,-0.322033898305085,0.973664742466816
0,12800,37%,-0.355932203389831,-0.322033898305085,0.94693570783427
0,12800,37%,-0.322033898305085,-0.322033898305085,0.92081341933926
0,12800,37%,-0.288135593220339,-0.322033898305085,0.895838374065697
0,12800,37%,-0.254237288135593,-0.322033898305085,0.874180081445364
0,12800,37%,-0.220338983050847,-0.322033898305085,0.857345427718035
0,12800,37%,-0.186440677966102,-0.322033898305085,0.846416634803347
0,12800,37%,-0.152542372881356,-0.322033898305085,0.842582403065845
0,12800,37%,-0.11864406779661,-0.322033898305085,0.845348011722959
0,12800,37%,-0.084745762711864,-0.322033898305085,0.853976957542156
0,12800,37%,-0.050847457627119,-0.322033898305085,0.867253119093699
0,12800,37%,-0.016949152542373,-0.322033898305085,0.884426449637629
0,12800,37%,0.016949152542373,-0.322033898305085,0.904738688974242
0,12800,37%,0.050847457627119,-0.322033898305085,0.927525285994776
0,12800,37%,0.084745762711864,-0.322033898305085,0.951839453940186
