id,batch_size,test_acc,x,y,z
0,12800,37%,-0.864406779661017,-0.898305084745763,1.70590821919329
0,12800,37%,-0.830508474576271,-0.898305084745763,1.68490130253944
0,12800,37%,-0.796610169491525,-0.898305084745763,1.66347092432506
0,12800,37%,-0.76271186440678,-0.898305084745763,1.64170314399376
0,12800,37%,-0.728813559322034,-0.898305084745763,1.61933756972268
0,12800,37%,-0.694915254237288,-0.898305084745763,1.59623758933729
0,12800,37%,-0.661016949152542,-0.898305084745763,1.57241255068267
0,12800,37%,-0.627118644067797,-0.898305084745763,1.5479765508418
0,12800,37%,-0.593220338983051,-0.898305084745763,1.52315572377564
0,12800,37%,-0.559322033898305,-0.898305084745763,1.49783969007808
0,12800,37%,-0.525423728813559,-0.898305084745763,1.47197054559306
0,12800,37%,-0.491525423728814,-0.898305084745763,1.44545429634911
0,12800,37%,-0.457627118644068,-0.898305084745763,1.4182252913714
0,12800,37%,-0.423728813559322,-0.898305084745763,1.39029890553135
0,12800,37%,-0.389830508474576,-0.898305084745763,1.36204058794429
0,12800,37%,-0.355932203389831,-0.898305084745763,1.33399900156572
0,12800,37%,-0.322033898305085,-0.898305084745763,1.30714368670681
0,12800,37%,-0.288135593220339,-0.898305084745763,1.28249868703204
0,12800,37%,-0.254237288135593,-0.898305084745763,1.26107187487777
0,12800,37%,-0.220338983050847,-0.898305084745763,1.24372607607172
0,12800,37%,-0.186440677966102,-0.898305084745763,1.23117798884425
0,12800,37%,-0.152542372881356,-0.898305084745763,1.22527089976749
0,12800,37%,-0.11864406779661,-0.898305084745763,1.22761315482298
0,12800,37%,-0.084745762711864,-0.898305084745763,1.23690279670692
0,12800,37%,-0.050847457627119,-0.898305084745763,1.24962361818279
0,12800,37%,-0.016949152542373,-0.898305084745763,1.26454775065408
0,12800,37%,0.016949152542373,-0.898305084745763,1.28157900738672
0,12800,37%,0.050847457627119,-0.898305084745763,1.3001618035463
0,12800,37%,0.084745762711864,-0.898305084745763,1.31932436331591
0,12800,37%,0.11864406779661,-0.898305084745763,1.33862249684998
0,12800,37%,0.152542372881356,-0.898305084745763,1.35774983100802
0,12800,37%,0.186440677966102,-0.898305084745763,1.37639828885575
0,12800,37%,0.220338983050848,-0.898305084745763,1.39441910002543
0,12800,37%,0.254237288135593,-0.898305084745763,1.41198780010008
0,12800,37%,0.288135593220339,-0.898305084745763,1.42917734427945
0,12800,37%,0.322033898305085,-0.898305084745763,1.44595689004406
0,12800,37%,0.35593220338983,-0.898305084745763,1.46236192028684
0,12800,37%,0.389830508474576,-0.898305084745763,1.47855722677028
0,12800,37%,0.423728813559322,-0.898305084745763,1.49438610949896
0,12800,37%,0.457627118644068,-0.898305084745763,1.50979405942002
0,12800,37%,0.491525423728814,-0.898305084745763,1.52484323607091
0,12800,37%,0.525423728813559,-0.898305084745763,1.53957854526037
0,12800,37%,0.559322033898305,-0.898305084745763,1.55415499229598
0,12800,37%,0.593220338983051,-0.898305084745763,1.56857230894741
0,12800,37%,0.627118644067797,-0.898305084745763,1.58277291828165
0,12800,37%,0.661016949152542,-0.898305084745763,1.5969019056824
0,12800,37%,0.694915254237288,-0.898305084745763,1.61117472699931
0,12800,37%,0.728813559322034,-0.898305084745763,1.62567497601359
0,12800,37%,0.76271186440678,-0.898305084745763,1.64049831453076
0,12800,37%,0.796610169491526,-0.898305084745763,1.65564508996388
0,12800,37%,0.830508474576271,-0.898305084745763,1.67116331922363
0,12800,37%,0.864406779661017,-0.898305084745763,1.68706402624168
0,12800,37%,0.898305084745763,-0.898305084745763,1.70322225041821
0,12800,37%,0.932203389830508,-0.898305084745763,1.71964390539272
0,12800,37%,0.966101694915254,-0.898305084745763,1.73635096338359
0,12800,37%,1,-0.898305084745763,1.75335176613099
0,12800,37%,-1,-0.864406779661017,1.76874517252183
0,12800,37%,-0.966101694915254,-0.864406779661017,1.74873637446067
0,12800,37%,-0.932203389830508,-0.864406779661017,1.72854344072018
0,12800,37%,-0.898305084745763,-0.864406779661017,1.70827321781715
0,12800,37%,-0.864406779661017,-0.864406779661017,1.68776944638519
0,12800,37%,-0.830508474576271,-0.864406779661017,1.66682120109838
0,12800,37%,-0.796610169491525,-0.864406779661017,1.64530490501851
0,12800,37%,-0.76271186440678,-0.864406779661017,1.62332533424957
0,12800,37%,-0.728813559322034,-0.864406779661017,1.60087536768786
0,12800,37%,-0.694915254237288,-0.864406779661017,1.57765896307685
0,12800,37%,-0.661016949152542,-0.864406779661017,1.55370245487142
0,12800,37%,-0.627118644067797,-0.864406779661017,1.52918329843601
0,12800,37%,-0.593220338983051,-0.864406779661017,1.50416802381426
0,12800,37%,-0.559322033898305,-0.864406779661017,1.47869549553941
0,12800,37%,-0.525423728813559,-0.864406779661017,1.45270039413319
0,12800,37%,-0.491525423728814,-0.864406779661017,1.42615841428261
0,12800,37%,-0.457627118644068,-0.864406779661017,1.39880530301235
0,12800,37%,-0.423728813559322,-0.864406779661017,1.37082013230978
0,12800,37%,-0.389830508474576,-0.864406779661017,1.34243864511143
0,12800,37%,-0.355932203389831,-0.864406779661017,1.31428048341528
0,12800,37%,-0.322033898305085,-0.864406779661017,1.28743645290819
0,12800,37%,-0.288135593220339,-0.864406779661017,1.26283393594571
0,12800,37%,-0.254237288135593,-0.864406779661017,1.24147809255854
0,12800,37%,-0.220338983050847,-0.864406779661017,1.22442192191546
0,12800,37%,-0.186440677966102,-0.864406779661017,1.21239487644894
0,12800,37%,-0.152542372881356,-0.864406779661017,1.20677335231631
0,12800,37%,-0.11864406779661,-0.864406779661017,1.20922051263555
0,12800,37%,-0.084745762711864,-0.864406779661017,1.21849000262501
0,12800,37%,-0.050847457627119,-0.864406779661017,1.23139382081798
0,12800,37%,-0.016949152542373,-0.864406779661017,1.24661050082229
0,12800,37%,0.016949152542373,-0.864406779661017,1.26409010156048
0,12800,37%,0.050847457627119,-0.864406779661017,1.28303652442526
0,12800,37%,0.084745762711864,-0.864406779661017,1.30255491879434
0,12800,37%,0.11864406779661,-0.864406779661017,1.32208133266121
0,12800,37%,0.152542372881356,-0.864406779661017,1.34138453383245
0,12800,37%,0.186440677966102,-0.864406779661017,1.3601863877278
0,12800,37%,0.220338983050848,-0.864406779661017,1.37838361425806
0,12800,37%,0.254237288135593,-0.864406779661017,1.3961108076436
0,12800,37%,0.288135593220339,-0.864406779661017,1.41338172151769
0,12800,37%,0.322033898305085,-0.864406779661017,1.43026099592352
0,12800,37%,0.35593220338983,-0.864406779661017,1.44680501038248
0,12800,37%,0.389830508474576,-0.864406779661017,1.46301182900265
0,12800,37%,0.423728813559322,-0.864406779661017,1.47877502485125
0,12800,37%,0.457627118644068,-0.864406779661017,1.49412890375816
0,12800,37%,0.491525423728814,-0.864406779661017,1.50903465521163
0,12800,37%,0.525423728813559,-0.864406779661017,1.52366726526764
0,12800,37%,0.559322033898305,-0.864406779661017,1.53814575065665
0,12800,37%,0.593220338983051,-0.864406779661017,1.55240037894419
0,12800,37%,0.627118644067797,-0.864406779661017,1.56650998540086
0,12800,37%,0.661016949152542,-0.864406779661017,1.58070283384217
0,12800,37%,0.694915254237288,-0.864406779661017,1.59509428145147
0,12800,37%,0.728813559322034,-0.864406779661017,1.60977747080561
0,12800,37%,0.76271186440678,-0.864406779661017,1.62473670711076
0,12800,37%,0.796610169491526,-0.864406779661017,1.6399818341461
0,12800,37%,0.830508474576271,-0.864406779661017,1.65562154911916
0,12800,37%,0.864406779661017,-0.864406779661017,1.67157511835852
0,12800,37%,0.898305084745763,-0.864406779661017,1.68776013037051
0,12800,37%,0.932203389830508,-0.864406779661017,1.70424711212121
0,12800,37%,0.966101694915254,-0.864406779661017,1.72102336792658
0,12800,37%,1,-0.864406779661017,1.73803763627701
0,12800,37%,-1,-0.830508474576271,1.75104588113167
0,12800,37%,-0.966101694915254,-0.830508474576271,1.73065282422418
0,12800,37%,-0.932203389830508,-0.830508474576271,1.71031721490914
0,12800,37%,-0.898305084745763,-0.830508474576271,1.68970007108722
0,12800,37%,-0.864406779661017,-0.830508474576271,1.66902518179423
0,12800,37%,-0.830508474576271,-0.830508474576271,1.64812596204037
0,12800,37%,-0.796610169491525,-0.830508474576271,1.62669063226531
0,12800,37%,-0.76271186440678,-0.830508474576271,1.60460199463994
0,12800,37%,-0.728813559322034,-0.830508474576271,1.58192777842424
0,12800,37%,-0.694915254237288,-0.830508474576271,1.55868619990386
0,12800,37%,-0.661016949152542,-0.830508474576271,1.53462729540129
0,12800,37%,-0.627118644067797,-0.830508474576271,1.51008295370903
0,12800,37%,-0.593220338983051,-0.830508474576271,1.4849421644758
0,12800,37%,-0.559322033898305,-0.830508474576271,1.45921532257538
0,12800,37%,-0.525423728813559,-0.830508474576271,1.43309674041092
0,12800,37%,-0.491525423728814,-0.830508474576271,1.40656174950833
0,12800,37%,-0.457627118644068,-0.830508474576271,1.37922569819316
0,12800,37%,-0.423728813559322,-0.830508474576271,1.35108734695332
0,12800,37%,-0.389830508474576,-0.830508474576271,1.32266775322955
0,12800,37%,-0.355932203389831,-0.830508474576271,1.29446073462237
0,12800,37%,-0.322033898305085,-0.830508474576271,1.26761227715706
0,12800,37%,-0.288135593220339,-0.830508474576271,1.24303028578481
0,12800,37%,-0.254237288135593,-0.830508474576271,1.22188888965011
0,12800,37%,-0.220338983050847,-0.830508474576271,1.20512867375318
0,12800,37%,-0.186440677966102,-0.830508474576271,1.1935738366053
0,12800,37%,-0.152542372881356,-0.830508474576271,1.18826964092791
0,12800,37%,-0.11864406779661,-0.830508474576271,1.1907239989746
0,12800,37%,-0.084745762711864,-0.830508474576271,1.20000944316577
0,12800,37%,-0.050847457627119,-0.830508474576271,1.21303259426045
0,12800,37%,-0.016949152542373,-0.830508474576271,1.22863250125038
0,12800,37%,0.016949152542373,-0.830508474576271,1.24649983365138
0,12800,37%,0.050847457627119,-0.830508474576271,1.26579542757501
0,12800,37%,0.084745762711864,-0.830508474576271,1.28561681744236
0,12800,37%,0.11864406779661,-0.830508474576271,1.30536577923413
0,12800,37%,0.152542372881356,-0.830508474576271,1.3248540416084
0,12800,37%,0.186440677966102,-0.830508474576271,1.34383610544847
0,12800,37%,0.220338983050848,-0.830508474576271,1.36226751337535
0,12800,37%,0.254237288135593,-0.830508474576271,1.38013347330025
0,12800,37%,0.288135593220339,-0.830508474576271,1.39752377827755
0,12800,37%,0.322033898305085,-0.830508474576271,1.41456458747311
0,12800,37%,0.35593220338983,-0.830508474576271,1.43120444611348
0,12800,37%,0.389830508474576,-0.830508474576271,1.44740339058368
0,12800,37%,0.423728813559322,-0.830508474576271,1.46311441585581
0,12800,37%,0.457627118644068,-0.830508474576271,1.47836740355388
0,12800,37%,0.491525423728814,-0.830508474576271,1.49317636819625
0,12800,37%,0.525423728813559,-0.830508474576271,1.50772615622871
0,12800,37%,0.559322033898305,-0.830508474576271,1.52209971183267
0,12800,37%,0.593220338983051,-0.830508474576271,1.53621277673282
0,12800,37%,0.627118644067797,-0.830508474576271,1.55038797378694
0,12800,37%,0.661016949152542,-0.830508474576271,1.56470502885676
0,12800,37%,0.694915254237288,-0.830508474576271,1.57932715343375
0,12800,37%,0.728813559322034,-0.830508474576271,1.59417218262221
0,12800,37%,0.76271186440678,-0.830508474576271,1.60927105696271
0,12800,37%,0.796610169491526,-0.830508474576271,1.62471520377877
0,12800,37%,0.830508474576271,-0.830508474576271,1.64050604796462
0,12800,37%,0.864406779661017,-0.830508474576271,1.65656449058186
0,12800,37%,0.898305084745763,-0.830508474576271,1.67288819593007
0,12800,37%,0.932203389830508,-0.830508474576271,1.68946455442132
0,12800,37%,0.966101694915254,-0.830508474576271,1.70629328999313
0,12800,37%,1,-0.830508474576271,1.72336225406233
0,12800,37%,-1,-0.796610169491525,1.73330111351037
0,12800,37%,-0.966101694915254,-0.796610169491525,1.71245947957783
0,12800,37%,-0.932203389830508,-0.796610169491525,1.69166963117338
0,12800,37%,-0.898305084745763,-0.796610169491525,1.67092675452995
0,12800,37%,-0.864406779661017,-0.796610169491525,1.64988410541683
0,12800,37%,-0.830508474576271,-0.796610169491525,1.62873739928678
0,12800,37%,-0.796610169491525,-0.796610169491525,1.60737962650403
0,12800,37%,-0.76271186440678,-0.796610169491525,1.58534676788694
0,12800,37%,-0.728813559322034,-0.796610169491525,1.56255527030334
0,12800,37%,-0.694915254237288,-0.796610169491525,1.53912999093269
0,12800,37%,-0.661016949152542,-0.796610169491525,1.51509782438784
0,12800,37%,-0.627118644067797,-0.796610169491525,1.49051785375355
0,12800,37%,-0.593220338983051,-0.796610169491525,1.46531874596779
0,12800,37%,-0.559322033898305,-0.796610169491525,1.43950239731711
0,12800,37%,-0.525423728813559,-0.796610169491525,1.41324020188096
0,12800,37%,-0.491525423728814,-0.796610169491525,1.38659258123361
0,12800,37%,-0.457627118644068,-0.796610169491525,1.35930551366124
0,12800,37%,-0.423728813559322,-0.796610169491525,1.3312018415834
0,12800,37%,-0.389830508474576,-0.796610169491525,1.30272043075305
0,12800,37%,-0.355932203389831,-0.796610169491525,1.27452188908815
0,12800,37%,-0.322033898305085,-0.796610169491525,1.24762654969022
0,12800,37%,-0.288135593220339,-0.796610169491525,1.22310385746136
0,12800,37%,-0.254237288135593,-0.796610169491525,1.20211096661558
0,12800,37%,-0.220338983050847,-0.796610169491525,1.18579795836671
0,12800,37%,-0.186440677966102,-0.796610169491525,1.17464783603995
0,12800,37%,-0.152542372881356,-0.796610169491525,1.16974635452567
0,12800,37%,-0.11864406779661,-0.796610169491525,1.17212313901481
0,12800,37%,-0.084745762711864,-0.796610169491525,1.18131431441177
0,12800,37%,-0.050847457627119,-0.796610169491525,1.19455953097369
0,12800,37%,-0.016949152542373,-0.796610169491525,1.21054179360682
0,12800,37%,0.016949152542373,-0.796610169491525,1.2287909101328
0,12800,37%,0.050847457627119,-0.796610169491525,1.24842779779455
0,12800,37%,0.084745762711864,-0.796610169491525,1.26850882049327
0,12800,37%,0.11864406779661,-0.796610169491525,1.28849881251444
0,12800,37%,0.152542372881356,-0.796610169491525,1.30813061324359
0,12800,37%,0.186440677966102,-0.796610169491525,1.32731211541408
0,12800,37%,0.220338983050848,-0.796610169491525,1.34598003403776
0,12800,37%,0.254237288135593,-0.796610169491525,1.36399049680118
0,12800,37%,0.288135593220339,-0.796610169491525,1.38157793900389
0,12800,37%,0.322033898305085,-0.796610169491525,1.39875265542455
0,12800,37%,0.35593220338983,-0.796610169491525,1.41543796355694
0,12800,37%,0.389830508474576,-0.796610169491525,1.43163951747473
0,12800,37%,0.423728813559322,-0.796610169491525,1.44731811024849
0,12800,37%,0.457627118644068,-0.796610169491525,1.46245052360053
0,12800,37%,0.491525423728814,-0.796610169491525,1.47719444716718
0,12800,37%,0.525423728813559,-0.796610169491525,1.49170489631348
0,12800,37%,0.559322033898305,-0.796610169491525,1.50591449423572
0,12800,37%,0.593220338983051,-0.796610169491525,1.52007535751163
0,12800,37%,0.627118644067797,-0.796610169491525,1.53438356432592
0,12800,37%,0.661016949152542,-0.796610169491525,1.54892394836682
0,12800,37%,0.694915254237288,-0.796610169491525,1.56375288955889
0,12800,37%,0.728813559322034,-0.796610169491525,1.57877764272674
0,12800,37%,0.76271186440678,-0.796610169491525,1.59407769662147
0,12800,37%,0.796610169491526,-0.796610169491525,1.60974931375954
0,12800,37%,0.830508474576271,-0.796610169491525,1.62570243305412
0,12800,37%,0.864406779661017,-0.796610169491525,1.64198061453599
0,12800,37%,0.898305084745763,-0.796610169491525,1.65851063255604
0,12800,37%,0.932203389830508,-0.796610169491525,1.67522860495092
0,12800,37%,0.966101694915254,-0.796610169491525,1.6921925770572
0,12800,37%,1,-0.796610169491525,1.70934865366117
0,12800,37%,-1,-0.76271186440678,1.71604839084825
0,12800,37%,-0.966101694915254,-0.76271186440678,1.69433997871303
0,12800,37%,-0.932203389830508,-0.76271186440678,1.67296921917253
0,12800,37%,-0.898305084745763,-0.76271186440678,1.65175245903307
0,12800,37%,-0.864406779661017,-0.76271186440678,1.63048945186252
0,12800,37%,-0.830508474576271,-0.76271186440678,1.60899673878218
0,12800,37%,-0.796610169491525,-0.76271186440678,1.5873595849678
0,12800,37%,-0.76271186440678,-0.76271186440678,1.56538638921877
0,12800,37%,-0.728813559322034,-0.76271186440678,1.54264193575351
