id,model,test examples,x,y,z
0,Tiny CNN,100,0.469387755102041,-1,111.713592529297
0,Tiny CNN,100,0.510204081632653,-1,113.495292663574
0,Tiny CNN,100,0.551020408163265,-1,115.557441711426
0,Tiny CNN,100,0.591836734693877,-1,118.017242431641
0,Tiny CNN,100,0.63265306122449,-1,120.870223999023
0,Tiny CNN,100,0.673469387755102,-1,124.18091583252
0,Tiny CNN,100,0.714285714285714,-1,128.052200317383
0,Tiny CNN,100,0.755102040816326,-1,132.556838989258
0,Tiny CNN,100,0.795918367346938,-1,137.562301635742
0,Tiny CNN,100,0.836734693877551,-1,143.212493896484
0,Tiny CNN,100,0.877551020408163,-1,149.574584960938
0,Tiny CNN,100,0.918367346938775,-1,157.092971801758
0,Tiny CNN,100,0.959183673469388,-1,165.288009643555
0,Tiny CNN,100,1,-1,173.790054321289
0,Tiny CNN,100,-1,-0.959183673469388,117.911888122559
0,Tiny CNN,100,-0.959183673469388,-0.959183673469388,114.448394775391
0,Tiny CNN,100,-0.918367346938775,-0.959183673469388,111.209426879883
0,Tiny CNN,100,-0.877551020408163,-0.959183673469388,108.191696166992
0,Tiny CNN,100,-0.836734693877551,-0.959183673469388,105.404365539551
0,Tiny CNN,100,-0.795918367346939,-0.959183673469388,102.861442565918
0,Tiny CNN,100,-0.755102040816326,-0.959183673469388,100.579734802246
0,Tiny CNN,100,-0.714285714285714,-0.959183673469388,98.5542907714844
0,Tiny CNN,100,-0.673469387755102,-0.959183673469388,96.7677230834961
0,Tiny CNN,100,-0.63265306122449,-0.959183673469388,95.220703125
0,Tiny CNN,100,-0.591836734693878,-0.959183673469388,93.881591796875
0,Tiny CNN,100,-0.551020408163265,-0.959183673469388,92.7348556518555
0,Tiny CNN,100,-0.510204081632653,-0.959183673469388,91.7766876220703
0,Tiny CNN,100,-0.469387755102041,-0.959183673469388,91.0067977905274
0,Tiny CNN,100,-0.428571428571429,-0.959183673469388,90.4030532836914
0,Tiny CNN,100,-0.387755102040816,-0.959183673469388,89.9677429199219
0,Tiny CNN,100,-0.346938775510204,-0.959183673469388,89.6876983642578
0,Tiny CNN,100,-0.306122448979592,-0.959183673469388,89.560546875
0,Tiny CNN,100,-0.26530612244898,-0.959183673469388,89.5695877075195
0,Tiny CNN,100,-0.224489795918367,-0.959183673469388,89.6907348632812
0,Tiny CNN,100,-0.183673469387755,-0.959183673469388,89.8767852783203
0,Tiny CNN,100,-0.142857142857143,-0.959183673469388,90.1431655883789
0,Tiny CNN,100,-0.102040816326531,-0.959183673469388,90.4813537597656
0,Tiny CNN,100,-0.061224489795919,-0.959183673469388,90.8943862915039
0,Tiny CNN,100,-0.020408163265306,-0.959183673469388,91.4235916137695
0,Tiny CNN,100,0.020408163265306,-0.959183673469388,92.128288269043
0,Tiny CNN,100,0.061224489795918,-0.959183673469388,93.027214050293
0,Tiny CNN,100,0.102040816326531,-0.959183673469388,94.1313705444336
0,Tiny CNN,100,0.142857142857143,-0.959183673469388,95.3769607543945
0,Tiny CNN,100,0.183673469387755,-0.959183673469388,96.6139755249023
0,Tiny CNN,100,0.224489795918367,-0.959183673469388,97.8779373168945
0,Tiny CNN,100,0.265306122448979,-0.959183673469388,99.2071838378906
0,Tiny CNN,100,0.306122448979592,-0.959183673469388,100.620094299316
0,Tiny CNN,100,0.346938775510204,-0.959183673469388,102.1015625
0,Tiny CNN,100,0.387755102040816,-0.959183673469388,103.624694824219
0,Tiny CNN,100,0.428571428571428,-0.959183673469388,105.205604553223
0,Tiny CNN,100,0.469387755102041,-0.959183673469388,106.935592651367
0,Tiny CNN,100,0.510204081632653,-0.959183673469388,108.883903503418
0,Tiny CNN,100,0.551020408163265,-0.959183673469388,111.158241271973
0,Tiny CNN,100,0.591836734693877,-0.959183673469388,113.812507629395
0,Tiny CNN,100,0.63265306122449,-0.959183673469388,116.777336120605
0,Tiny CNN,100,0.673469387755102,-0.959183673469388,120.244171142578
0,Tiny CNN,100,0.714285714285714,-0.959183673469388,124.221221923828
0,Tiny CNN,100,0.755102040816326,-0.959183673469388,128.710815429688
0,Tiny CNN,100,0.795918367346938,-0.959183673469388,133.633560180664
0,Tiny CNN,100,0.836734693877551,-0.959183673469388,139.108932495117
0,Tiny CNN,100,0.877551020408163,-0.959183673469388,145.255676269531
0,Tiny CNN,100,0.918367346938775,-0.959183673469388,152.414642333984
0,Tiny CNN,100,0.959183673469388,-0.959183673469388,160.187271118164
0,Tiny CNN,100,1,-0.959183673469388,168.247863769531
0,Tiny CNN,100,-1,-0.918367346938775,112.082939147949
0,Tiny CNN,100,-0.959183673469388,-0.918367346938775,108.743026733398
0,Tiny CNN,100,-0.918367346938775,-0.918367346938775,105.617965698242
0,Tiny CNN,100,-0.877551020408163,-0.918367346938775,102.702774047852
0,Tiny CNN,100,-0.836734693877551,-0.918367346938775,99.993766784668
0,Tiny CNN,100,-0.795918367346939,-0.918367346938775,97.5023727416992
0,Tiny CNN,100,-0.755102040816326,-0.918367346938775,95.2350387573242
0,Tiny CNN,100,-0.714285714285714,-0.918367346938775,93.2082214355469
0,Tiny CNN,100,-0.673469387755102,-0.918367346938775,91.4079666137695
0,Tiny CNN,100,-0.63265306122449,-0.918367346938775,89.8481063842774
0,Tiny CNN,100,-0.591836734693878,-0.918367346938775,88.5188064575195
0,Tiny CNN,100,-0.551020408163265,-0.918367346938775,87.3726577758789
0,Tiny CNN,100,-0.510204081632653,-0.918367346938775,86.4043884277344
0,Tiny CNN,100,-0.469387755102041,-0.918367346938775,85.620002746582
0,Tiny CNN,100,-0.428571428571429,-0.918367346938775,85.0124130249023
0,Tiny CNN,100,-0.387755102040816,-0.918367346938775,84.5695571899414
0,Tiny CNN,100,-0.346938775510204,-0.918367346938775,84.2816390991211
0,Tiny CNN,100,-0.306122448979592,-0.918367346938775,84.1452331542969
0,Tiny CNN,100,-0.26530612244898,-0.918367346938775,84.1480941772461
0,Tiny CNN,100,-0.224489795918367,-0.918367346938775,84.2757263183594
0,Tiny CNN,100,-0.183673469387755,-0.918367346938775,84.4904174804688
0,Tiny CNN,100,-0.142857142857143,-0.918367346938775,84.7890167236328
0,Tiny CNN,100,-0.102040816326531,-0.918367346938775,85.1638412475586
0,Tiny CNN,100,-0.061224489795919,-0.918367346938775,85.6167221069336
0,Tiny CNN,100,-0.020408163265306,-0.918367346938775,86.1647872924805
0,Tiny CNN,100,0.020408163265306,-0.918367346938775,86.8688354492187
0,Tiny CNN,100,0.061224489795918,-0.918367346938775,87.7768936157227
0,Tiny CNN,100,0.102040816326531,-0.918367346938775,88.8795471191406
0,Tiny CNN,100,0.142857142857143,-0.918367346938775,90.1350021362305
0,Tiny CNN,100,0.183673469387755,-0.918367346938775,91.4328002929688
0,Tiny CNN,100,0.224489795918367,-0.918367346938775,92.7815017700195
0,Tiny CNN,100,0.265306122448979,-0.918367346938775,94.1919403076172
0,Tiny CNN,100,0.306122448979592,-0.918367346938775,95.697135925293
0,Tiny CNN,100,0.346938775510204,-0.918367346938775,97.2644119262695
0,Tiny CNN,100,0.387755102040816,-0.918367346938775,98.873893737793
0,Tiny CNN,100,0.428571428571428,-0.918367346938775,100.587852478027
0,Tiny CNN,100,0.469387755102041,-0.918367346938775,102.473190307617
0,Tiny CNN,100,0.510204081632653,-0.918367346938775,104.59740447998
0,Tiny CNN,100,0.551020408163265,-0.918367346938775,107.059440612793
0,Tiny CNN,100,0.591836734693877,-0.918367346938775,109.900436401367
0,Tiny CNN,100,0.63265306122449,-0.918367346938775,113.020431518555
0,Tiny CNN,100,0.673469387755102,-0.918367346938775,116.58544921875
0,Tiny CNN,100,0.714285714285714,-0.918367346938775,120.585861206055
0,Tiny CNN,100,0.755102040816326,-0.918367346938775,125.041389465332
0,Tiny CNN,100,0.795918367346938,-0.918367346938775,129.918121337891
0,Tiny CNN,100,0.836734693877551,-0.918367346938775,135.233261108398
0,Tiny CNN,100,0.877551020408163,-0.918367346938775,141.132690429688
0,Tiny CNN,100,0.918367346938775,-0.918367346938775,147.878021240234
0,Tiny CNN,100,0.959183673469388,-0.918367346938775,155.194564819336
0,Tiny CNN,100,1,-0.918367346938775,162.846557617188
0,Tiny CNN,100,-1,-0.877551020408163,106.354644775391
0,Tiny CNN,100,-0.959183673469388,-0.877551020408163,103.13313293457
0,Tiny CNN,100,-0.918367346938775,-0.877551020408163,100.119651794434
0,Tiny CNN,100,-0.877551020408163,-0.877551020408163,97.3144226074219
0,Tiny CNN,100,-0.836734693877551,-0.877551020408163,94.7096481323242
0,Tiny CNN,100,-0.795918367346939,-0.877551020408163,92.3086242675781
0,Tiny CNN,100,-0.755102040816326,-0.877551020408163,90.1064834594727
0,Tiny CNN,100,-0.714285714285714,-0.877551020408163,88.1072158813477
0,Tiny CNN,100,-0.673469387755102,-0.877551020408163,86.3249969482422
0,Tiny CNN,100,-0.63265306122449,-0.877551020408163,84.7555770874024
0,Tiny CNN,100,-0.591836734693878,-0.877551020408163,83.412223815918
0,Tiny CNN,100,-0.551020408163265,-0.877551020408163,82.2696990966797
0,Tiny CNN,100,-0.510204081632653,-0.877551020408163,81.3017349243164
0,Tiny CNN,100,-0.469387755102041,-0.877551020408163,80.5000610351562
0,Tiny CNN,100,-0.428571428571429,-0.877551020408163,79.8809204101562
0,Tiny CNN,100,-0.387755102040816,-0.877551020408163,79.4335556030273
0,Tiny CNN,100,-0.346938775510204,-0.877551020408163,79.1370697021484
0,Tiny CNN,100,-0.306122448979592,-0.877551020408163,78.9898452758789
0,Tiny CNN,100,-0.26530612244898,-0.877551020408163,78.9820327758789
0,Tiny CNN,100,-0.224489795918367,-0.877551020408163,79.0967788696289
0,Tiny CNN,100,-0.183673469387755,-0.877551020408163,79.3207855224609
0,Tiny CNN,100,-0.142857142857143,-0.877551020408163,79.6423721313477
0,Tiny CNN,100,-0.102040816326531,-0.877551020408163,80.0467224121094
0,Tiny CNN,100,-0.061224489795919,-0.877551020408163,80.5456237792969
0,Tiny CNN,100,-0.020408163265306,-0.877551020408163,81.1251831054688
0,Tiny CNN,100,0.020408163265306,-0.877551020408163,81.8399047851563
0,Tiny CNN,100,0.061224489795918,-0.877551020408163,82.761604309082
0,Tiny CNN,100,0.102040816326531,-0.877551020408163,83.8905563354492
0,Tiny CNN,100,0.142857142857143,-0.877551020408163,85.1543884277344
0,Tiny CNN,100,0.183673469387755,-0.877551020408163,86.5094146728516
0,Tiny CNN,100,0.224489795918367,-0.877551020408163,87.9257431030274
0,Tiny CNN,100,0.265306122448979,-0.877551020408163,89.4162521362305
0,Tiny CNN,100,0.306122448979592,-0.877551020408163,90.9961700439453
0,Tiny CNN,100,0.346938775510204,-0.877551020408163,92.6473999023438
0,Tiny CNN,100,0.387755102040816,-0.877551020408163,94.3698959350586
0,Tiny CNN,100,0.428571428571428,-0.877551020408163,96.2354125976563
0,Tiny CNN,100,0.469387755102041,-0.877551020408163,98.2938842773438
0,Tiny CNN,100,0.510204081632653,-0.877551020408163,100.601203918457
0,Tiny CNN,100,0.551020408163265,-0.877551020408163,103.231246948242
0,Tiny CNN,100,0.591836734693877,-0.877551020408163,106.252937316895
0,Tiny CNN,100,0.63265306122449,-0.877551020408163,109.527404785156
0,Tiny CNN,100,0.673469387755102,-0.877551020408163,113.131698608398
0,Tiny CNN,100,0.714285714285714,-0.877551020408163,117.101844787598
0,Tiny CNN,100,0.755102040816326,-0.877551020408163,121.542579650879
0,Tiny CNN,100,0.795918367346938,-0.877551020408163,126.352874755859
0,Tiny CNN,100,0.836734693877551,-0.877551020408163,131.471420288086
0,Tiny CNN,100,0.877551020408163,-0.877551020408163,137.075439453125
0,Tiny CNN,100,0.918367346938775,-0.877551020408163,143.390960693359
0,Tiny CNN,100,0.959183673469388,-0.877551020408163,150.300247192383
0,Tiny CNN,100,1,-0.877551020408163,157.521606445313
0,Tiny CNN,100,-1,-0.836734693877551,100.762825012207
0,Tiny CNN,100,-0.959183673469388,-0.836734693877551,97.6473922729492
0,Tiny CNN,100,-0.918367346938775,-0.836734693877551,94.7367935180664
0,Tiny CNN,100,-0.877551020408163,-0.836734693877551,92.0205078125
0,Tiny CNN,100,-0.836734693877551,-0.836734693877551,89.5102615356445
0,Tiny CNN,100,-0.795918367346939,-0.836734693877551,87.203125
0,Tiny CNN,100,-0.755102040816326,-0.836734693877551,85.0873718261719
0,Tiny CNN,100,-0.714285714285714,-0.836734693877551,83.1602020263672
0,Tiny CNN,100,-0.673469387755102,-0.836734693877551,81.4220886230469
0,Tiny CNN,100,-0.63265306122449,-0.836734693877551,79.8858642578125
0,Tiny CNN,100,-0.591836734693878,-0.836734693877551,78.5409393310547
0,Tiny CNN,100,-0.551020408163265,-0.836734693877551,77.390251159668
0,Tiny CNN,100,-0.510204081632653,-0.836734693877551,76.4203720092773
0,Tiny CNN,100,-0.469387755102041,-0.836734693877551,75.6148223876953
0,Tiny CNN,100,-0.428571428571429,-0.836734693877551,74.9796905517578
0,Tiny CNN,100,-0.387755102040816,-0.836734693877551,74.5172271728516
0,Tiny CNN,100,-0.346938775510204,-0.836734693877551,74.2119903564453
0,Tiny CNN,100,-0.306122448979592,-0.836734693877551,74.0623474121094
0,Tiny CNN,100,-0.26530612244898,-0.836734693877551,74.0437393188477
0,Tiny CNN,100,-0.224489795918367,-0.836734693877551,74.145149230957
0,Tiny CNN,100,-0.183673469387755,-0.836734693877551,74.3657455444336
0,Tiny CNN,100,-0.142857142857143,-0.836734693877551,74.6962509155273
0,Tiny CNN,100,-0.102040816326531,-0.836734693877551,75.1241607666016
0,Tiny CNN,100,-0.061224489795919,-0.836734693877551,75.666618347168
0,Tiny CNN,100,-0.020408163265306,-0.836734693877551,76.2861404418945
0,Tiny CNN,100,0.020408163265306,-0.836734693877551,77.0240707397461
0,Tiny CNN,100,0.061224489795918,-0.836734693877551,77.9827117919922
0,Tiny CNN,100,0.102040816326531,-0.836734693877551,79.1443176269531
0,Tiny CNN,100,0.142857142857143,-0.836734693877551,80.4085083007812
0,Tiny CNN,100,0.183673469387755,-0.836734693877551,81.804313659668
0,Tiny CNN,100,0.224489795918367,-0.836734693877551,83.2892990112305
0,Tiny CNN,100,0.265306122448979,-0.836734693877551,84.8525695800781
0,Tiny CNN,100,0.306122448979592,-0.836734693877551,86.512092590332
0,Tiny CNN,100,0.346938775510204,-0.836734693877551,88.2601852416992
0,Tiny CNN,100,0.387755102040816,-0.836734693877551,90.117317199707
0,Tiny CNN,100,0.428571428571428,-0.836734693877551,92.134147644043
0,Tiny CNN,100,0.469387755102041,-0.836734693877551,94.3755798339844
0,Tiny CNN,100,0.510204081632653,-0.836734693877551,96.860107421875
0,Tiny CNN,100,0.551020408163265,-0.836734693877551,99.6462020874023
0,Tiny CNN,100,0.591836734693877,-0.836734693877551,102.803863525391
0,Tiny CNN,100,0.63265306122449,-0.836734693877551,106.177146911621
0,Tiny CNN,100,0.673469387755102,-0.836734693877551,109.818695068359
0,Tiny CNN,100,0.714285714285714,-0.836734693877551,113.772499084473
0,Tiny CNN,100,0.755102040816326,-0.836734693877551,118.129814147949
0,Tiny CNN,100,0.795918367346938,-0.836734693877551,122.801849365234
0,Tiny CNN,100,0.836734693877551,-0.836734693877551,127.696266174316
0,Tiny CNN,100,0.877551020408163,-0.836734693877551,133.008392333984
0,Tiny CNN,100,0.918367346938775,-0.836734693877551,138.922424316406
0,Tiny CNN,100,0.959183673469388,-0.836734693877551,145.384521484375
0,Tiny CNN,100,1,-0.836734693877551,152.202438354492
0,Tiny CNN,100,-1,-0.795918367346939,95.2760238647461
0,Tiny CNN,100,-0.959183673469388,-0.795918367346939,92.2820434570312
0,Tiny CNN,100,-0.918367346938775,-0.795918367346939,89.471061706543
0,Tiny CNN,100,-0.877551020408163,-0.795918367346939,86.8540954589844
0,Tiny CNN,100,-0.836734693877551,-0.795918367346939,84.426513671875
0,Tiny CNN,100,-0.795918367346939,-0.795918367346939,82.1947631835937
0,Tiny CNN,100,-0.755102040816326,-0.795918367346939,80.1549682617187
0,Tiny CNN,100,-0.714285714285714,-0.795918367346939,78.305419921875
0,Tiny CNN,100,-0.673469387755102,-0.795918367346939,76.6345748901367
0,Tiny CNN,100,-0.63265306122449,-0.795918367346939,75.1483459472656
0,Tiny CNN,100,-0.591836734693878,-0.795918367346939,73.8386688232422
0,Tiny CNN,100,-0.551020408163265,-0.795918367346939,72.7060852050781
0,Tiny CNN,100,-0.510204081632653,-0.795918367346939,71.7389221191406
0,Tiny CNN,100,-0.469387755102041,-0.795918367346939,70.9267196655273
0,Tiny CNN,100,-0.428571428571429,-0.795918367346939,70.2825622558594
0,Tiny CNN,100,-0.387755102040816,-0.795918367346939,69.8062438964844
0,Tiny CNN,100,-0.346938775510204,-0.795918367346939,69.4905700683594
0,Tiny CNN,100,-0.306122448979592,-0.795918367346939,69.3251876831055
0,Tiny CNN,100,-0.26530612244898,-0.795918367346939,69.3070907592773
0,Tiny CNN,100,-0.224489795918367,-0.795918367346939,69.3972625732422
0,Tiny CNN,100,-0.183673469387755,-0.795918367346939,69.6124267578125
0,Tiny CNN,100,-0.142857142857143,-0.795918367346939,69.9421463012695
0,Tiny CNN,100,-0.102040816326531,-0.795918367346939,70.3821563720703
0,Tiny CNN,100,-0.061224489795919,-0.795918367346939,70.9520645141602
0,Tiny CNN,100,-0.020408163265306,-0.795918367346939,71.6224899291992
0,Tiny CNN,100,0.020408163265306,-0.795918367346939,72.4106521606445
0,Tiny CNN,100,0.061224489795918,-0.795918367346939,73.4142913818359
0,Tiny CNN,100,0.102040816326531,-0.795918367346939,74.5820922851563
0,Tiny CNN,100,0.142857142857143,-0.795918367346939,75.8621673583984
0,Tiny CNN,100,0.183673469387755,-0.795918367346939,77.3111877441406
0,Tiny CNN,100,0.224489795918367,-0.795918367346939,78.8634796142578
0,Tiny CNN,100,0.265306122448979,-0.795918367346939,80.5025863647461
0,Tiny CNN,100,0.306122448979592,-0.795918367346939,82.2432098388672
0,Tiny CNN,100,0.346938775510204,-0.795918367346939,84.0960464477539
0,Tiny CNN,100,0.387755102040816,-0.795918367346939,86.095344543457
0,Tiny CNN,100,0.428571428571428,-0.795918367346939,88.2861557006836
0,Tiny CNN,100,0.469387755102041,-0.795918367346939,90.7033233642578
0,Tiny CNN,100,0.510204081632653,-0.795918367346939,93.3271560668945
0,Tiny CNN,100,0.551020408163265,-0.795918367346939,96.2275314331055
0,Tiny CNN,100,0.591836734693877,-0.795918367346939,99.4677810668945
0,Tiny CNN,100,0.63265306122449,-0.795918367346939,102.907531738281
0,Tiny CNN,100,0.673469387755102,-0.795918367346939,106.576942443848
0,Tiny CNN,100,0.714285714285714,-0.795918367346939,110.491592407227
0,Tiny CNN,100,0.755102040816326,-0.795918367346939,114.695091247559
0,Tiny CNN,100,0.795918367346938,-0.795918367346939,119.16577911377
0,Tiny CNN,100,0.836734693877551,-0.795918367346939,123.846336364746
0,Tiny CNN,100,0.877551020408163,-0.795918367346939,128.870513916016
0,Tiny CNN,100,0.918367346938775,-0.795918367346939,134.38117980957
0,Tiny CNN,100,0.959183673469388,-0.795918367346939,140.364837646484
0,Tiny CNN,100,1,-0.795918367346939,146.755157470703
0,Tiny CNN,100,-1,-0.755102040816326,89.9020385742188
0,Tiny CNN,100,-0.959183673469388,-0.755102040816326,87.020378112793
0,Tiny CNN,100,-0.918367346938775,-0.755102040816326,84.3181610107422
0,Tiny CNN,100,-0.877551020408163,-0.755102040816326,81.7953643798828
0,Tiny CNN,100,-0.836734693877551,-0.755102040816326,79.4629821777344
0,Tiny CNN,100,-0.795918367346939,-0.755102040816326,77.3065414428711
0,Tiny CNN,100,-0.755102040816326,-0.755102040816326,75.3372573852539
0,Tiny CNN,100,-0.714285714285714,-0.755102040816326,73.550651550293
0,Tiny CNN,100,-0.673469387755102,-0.755102040816326,71.9407424926758
0,Tiny CNN,100,-0.63265306122449,-0.755102040816326,70.5102233886719
0,Tiny CNN,100,-0.591836734693878,-0.755102040816326,69.2459564208984
0,Tiny CNN,100,-0.551020408163265,-0.755102040816326,68.1523132324219
0,Tiny CNN,100,-0.510204081632653,-0.755102040816326,67.2145919799805
0,Tiny CNN,100,-0.469387755102041,-0.755102040816326,66.4159240722656
0,Tiny CNN,100,-0.428571428571429,-0.755102040816326,65.7620010375977
0,Tiny CNN,100,-0.387755102040816,-0.755102040816326,65.2646484375
0,Tiny CNN,100,-0.346938775510204,-0.755102040816326,64.9345016479492
0,Tiny CNN,100,-0.306122448979592,-0.755102040816326,64.7554626464844
0,Tiny CNN,100,-0.26530612244898,-0.755102040816326,64.7290725708008
0,Tiny CNN,100,-0.224489795918367,-0.755102040816326,64.8171768188477
0,Tiny CNN,100,-0.183673469387755,-0.755102040816326,65.0333251953125
0,Tiny CNN,100,-0.142857142857143,-0.755102040816326,65.3610916137695
0,Tiny CNN,100,-0.102040816326531,-0.755102040816326,65.8068923950195
0,Tiny CNN,100,-0.061224489795919,-0.755102040816326,66.3960037231445
0,Tiny CNN,100,-0.020408163265306,-0.755102040816326,67.1114273071289
0,Tiny CNN,100,0.020408163265306,-0.755102040816326,67.9640274047852
0,Tiny CNN,100,0.061224489795918,-0.755102040816326,69.0106506347656
0,Tiny CNN,100,0.102040816326531,-0.755102040816326,70.1894912719727
0,Tiny CNN,100,0.142857142857143,-0.755102040816326,71.4976272583008
0,Tiny CNN,100,0.183673469387755,-0.755102040816326,72.9980773925781
0,Tiny CNN,100,0.224489795918367,-0.755102040816326,74.6226959228516
0,Tiny CNN,100,0.265306122448979,-0.755102040816326,76.3488998413086
0,Tiny CNN,100,0.306122448979592,-0.755102040816326,78.1716079711914
0,Tiny CNN,100,0.346938775510204,-0.755102040816326,80.1427993774414
0,Tiny CNN,100,0.387755102040816,-0.755102040816326,82.2981185913086
0,Tiny CNN,100,0.428571428571428,-0.755102040816326,84.6579818725586
0,Tiny CNN,100,0.469387755102041,-0.755102040816326,87.2083511352539
0,Tiny CNN,100,0.510204081632653,-0.755102040816326,89.9326858520508
0,Tiny CNN,100,0.551020408163265,-0.755102040816326,92.9095611572266
0,Tiny CNN,100,0.591836734693877,-0.755102040816326,96.2021865844727
0,Tiny CNN,100,0.63265306122449,-0.755102040816326,99.6752243041992
0,Tiny CNN,100,0.673469387755102,-0.755102040816326,103.328544616699
0,Tiny CNN,100,0.714285714285714,-0.755102040816326,107.157112121582
0,Tiny CNN,100,0.755102040816326,-0.755102040816326,111.181259155273
0,Tiny CNN,100,0.795918367346938,-0.755102040816326,115.406005859375
0,Tiny CNN,100,0.836734693877551,-0.755102040816326,119.847206115723
0,Tiny CNN,100,0.877551020408163,-0.755102040816326,124.594093322754
0,Tiny CNN,100,0.918367346938775,-0.755102040816326,129.705688476563
0,Tiny CNN,100,0.959183673469388,-0.755102040816326,135.207565307617
0,Tiny CNN,100,1,-0.755102040816326,141.1494140625
0,Tiny CNN,100,-1,-0.714285714285714,84.7713317871094
0,Tiny CNN,100,-0.959183673469388,-0.714285714285714,81.9084243774414
0,Tiny CNN,100,-0.918367346938775,-0.714285714285714,79.2855987548828
0,Tiny CNN,100,-0.877551020408163,-0.714285714285714,76.8576431274414
0,Tiny CNN,100,-0.836734693877551,-0.714285714285714,74.605842590332
0,Tiny CNN,100,-0.795918367346939,-0.714285714285714,72.5338897705078
0,Tiny CNN,100,-0.755102040816326,-0.714285714285714,70.630500793457
0,Tiny CNN,100,-0.714285714285714,-0.714285714285714,68.909797668457
0,Tiny CNN,100,-0.673469387755102,-0.714285714285714,67.3610229492188
0,Tiny CNN,100,-0.63265306122449,-0.714285714285714,65.9681015014648
0,Tiny CNN,100,-0.591836734693878,-0.714285714285714,64.7560806274414
0,Tiny CNN,100,-0.551020408163265,-0.714285714285714,63.7044639587402
0,Tiny CNN,100,-0.510204081632653,-0.714285714285714,62.8006210327149
0,Tiny CNN,100,-0.469387755102041,-0.714285714285714,62.0345649719238
0,Tiny CNN,100,-0.428571428571429,-0.714285714285714,61.3913230895996
0,Tiny CNN,100,-0.387755102040816,-0.714285714285714,60.8817863464356
0,Tiny CNN,100,-0.346938775510204,-0.714285714285714,60.5319137573242
0,Tiny CNN,100,-0.306122448979592,-0.714285714285714,60.3386535644531
0,Tiny CNN,100,-0.26530612244898,-0.714285714285714,60.2991943359375
0,Tiny CNN,100,-0.224489795918367,-0.714285714285714,60.3896331787109
0,Tiny CNN,100,-0.183673469387755,-0.714285714285714,60.6063003540039
0,Tiny CNN,100,-0.142857142857143,-0.714285714285714,60.9355964660645
0,Tiny CNN,100,-0.102040816326531,-0.714285714285714,61.3869400024414
0,Tiny CNN,100,-0.061224489795919,-0.714285714285714,61.9876594543457
0,Tiny CNN,100,-0.020408163265306,-0.714285714285714,62.7528266906738
0,Tiny CNN,100,0.020408163265306,-0.714285714285714,63.6704216003418
0,Tiny CNN,100,0.061224489795918,-0.714285714285714,64.7548675537109
0,Tiny CNN,100,0.102040816326531,-0.714285714285714,65.944465637207
0,Tiny CNN,100,0.142857142857143,-0.714285714285714,67.3002319335938
0,Tiny CNN,100,0.183673469387755,-0.714285714285714,68.8529663085938
0,Tiny CNN,100,0.224489795918367,-0.714285714285714,70.5508117675781
0,Tiny CNN,100,0.265306122448979,-0.714285714285714,72.3537826538086
0,Tiny CNN,100,0.306122448979592,-0.714285714285714,74.2800369262695
0,Tiny CNN,100,0.346938775510204,-0.714285714285714,76.3925399780274
0,Tiny CNN,100,0.387755102040816,-0.714285714285714,78.6997375488281
0,Tiny CNN,100,0.428571428571428,-0.714285714285714,81.2000350952149
0,Tiny CNN,100,0.469387755102041,-0.714285714285714,83.8434753417969
