id,batch size,test acc,x,y,z
0,1280,73%,-1,-1,2.06373781250112
0,1280,73%,-0.966101694915254,-1,2.05155239133402
0,1280,73%,-0.932203389830508,-1,2.03942655561014
0,1280,73%,-0.898305084745763,-1,2.02734167419989
0,1280,73%,-0.864406779661017,-1,2.01502722591758
0,1280,73%,-0.830508474576271,-1,2.00259507571787
0,1280,73%,-0.796610169491525,-1,1.9900091984692
0,1280,73%,-0.76271186440678,-1,1.9773066836485
0,1280,73%,-0.728813559322034,-1,1.96448103577001
0,1280,73%,-0.694915254237288,-1,1.95155536308237
0,1280,73%,-0.661016949152542,-1,1.93846358454525
0,1280,73%,-0.627118644067797,-1,1.92513098133158
0,1280,73%,-0.593220338983051,-1,1.91140959825165
0,1280,73%,-0.559322033898305,-1,1.89704522024538
0,1280,73%,-0.525423728813559,-1,1.88209503355689
0,1280,73%,-0.491525423728814,-1,1.86640011541533
0,1280,73%,-0.457627118644068,-1,1.84982749711317
0,1280,73%,-0.423728813559322,-1,1.83228061765297
0,1280,73%,-0.389830508474576,-1,1.81358795124141
0,1280,73%,-0.355932203389831,-1,1.79442932151245
0,1280,73%,-0.322033898305085,-1,1.77544183995325
0,1280,73%,-0.288135593220339,-1,1.75653706041059
0,1280,73%,-0.254237288135593,-1,1.73847979318652
0,1280,73%,-0.220338983050847,-1,1.72212305047397
0,1280,73%,-0.186440677966102,-1,1.70727677579483
0,1280,73%,-0.152542372881356,-1,1.69431244974113
0,1280,73%,-0.11864406779661,-1,1.68329091052702
0,1280,73%,-0.084745762711864,-1,1.67385098280787
0,1280,73%,-0.050847457627119,-1,1.66580352603796
0,1280,73%,-0.016949152542373,-1,1.65902578758163
0,1280,73%,0.016949152542373,-1,1.65362619765542
0,1280,73%,0.050847457627119,-1,1.64980934482785
0,1280,73%,0.084745762711864,-1,1.64751960414392
0,1280,73%,0.11864406779661,-1,1.64650475459288
0,1280,73%,0.152542372881356,-1,1.6465773946396
0,1280,73%,0.186440677966102,-1,1.64824205267437
0,1280,73%,0.220338983050848,-1,1.65167421395863
0,1280,73%,0.254237288135593,-1,1.65737719980776
0,1280,73%,0.288135593220339,-1,1.66490851518722
0,1280,73%,0.322033898305085,-1,1.67470892164589
0,1280,73%,0.35593220338983,-1,1.68844480081943
0,1280,73%,0.389830508474576,-1,1.70777679239112
0,1280,73%,0.423728813559322,-1,1.73156858307559
0,1280,73%,0.457627118644068,-1,1.75876055199427
0,1280,73%,0.491525423728814,-1,1.78739333100797
0,1280,73%,0.525423728813559,-1,1.81676753404694
0,1280,73%,0.559322033898305,-1,1.84616043684015
0,1280,73%,0.593220338983051,-1,1.87527039926434
0,1280,73%,0.627118644067797,-1,1.90457235621757
0,1280,73%,0.661016949152542,-1,1.93492443847024
0,1280,73%,0.694915254237288,-1,1.96692020394421
0,1280,73%,0.728813559322034,-1,2.00043771194716
0,1280,73%,0.76271186440678,-1,2.03411748197005
0,1280,73%,0.796610169491526,-1,2.06752264649394
0,1280,73%,0.830508474576271,-1,2.10000465434724
0,1280,73%,0.864406779661017,-1,2.13146601538541
0,1280,73%,0.898305084745763,-1,2.16207393730923
0,1280,73%,0.932203389830508,-1,2.19149606930419
0,1280,73%,0.966101694915254,-1,2.21971924774545
0,1280,73%,1,-1,2.24663540057066
0,1280,73%,-1,-0.966101694915254,2.05465113073621
0,1280,73%,-0.966101694915254,-0.966101694915254,2.04241291793849
0,1280,73%,-0.932203389830508,-0.966101694915254,2.03022512419733
0,1280,73%,-0.898305084745763,-0.966101694915254,2.01804551886721
0,1280,73%,-0.864406779661017,-0.966101694915254,2.00580520934041
0,1280,73%,-0.830508474576271,-0.966101694915254,1.99335902300518
0,1280,73%,-0.796610169491525,-0.966101694915254,1.98075990313617
0,1280,73%,-0.76271186440678,-0.966101694915254,1.96800220336999
0,1280,73%,-0.728813559322034,-0.966101694915254,1.95510339835307
0,1280,73%,-0.694915254237288,-0.966101694915254,1.9420475091375
0,1280,73%,-0.661016949152542,-0.966101694915254,1.92886816176059
0,1280,73%,-0.627118644067797,-0.966101694915254,1.91548785091482
0,1280,73%,-0.593220338983051,-0.966101694915254,1.90181431856299
0,1280,73%,-0.559322033898305,-0.966101694915254,1.88766058702843
0,1280,73%,-0.525423728813559,-0.966101694915254,1.87287000246713
0,1280,73%,-0.491525423728814,-0.966101694915254,1.85727924860649
0,1280,73%,-0.457627118644068,-0.966101694915254,1.84076868132805
0,1280,73%,-0.423728813559322,-0.966101694915254,1.82336490293124
0,1280,73%,-0.389830508474576,-0.966101694915254,1.80471429919476
0,1280,73%,-0.355932203389831,-0.966101694915254,1.78508457387813
0,1280,73%,-0.322033898305085,-0.966101694915254,1.76528466682272
0,1280,73%,-0.288135593220339,-0.966101694915254,1.74566170758515
0,1280,73%,-0.254237288135593,-0.966101694915254,1.7264740546049
0,1280,73%,-0.220338983050847,-0.966101694915254,1.70852854324305
0,1280,73%,-0.186440677966102,-0.966101694915254,1.69231028689498
0,1280,73%,-0.152542372881356,-0.966101694915254,1.677655105783
0,1280,73%,-0.11864406779661,-0.966101694915254,1.66519626542482
0,1280,73%,-0.084745762711864,-0.966101694915254,1.65471331941082
0,1280,73%,-0.050847457627119,-0.966101694915254,1.64574985791014
0,1280,73%,-0.016949152542373,-0.966101694915254,1.63839220526941
0,1280,73%,0.016949152542373,-0.966101694915254,1.63247742701887
0,1280,73%,0.050847457627119,-0.966101694915254,1.62846961368648
0,1280,73%,0.084745762711864,-0.966101694915254,1.62602754930745
0,1280,73%,0.11864406779661,-0.966101694915254,1.62486484017559
0,1280,73%,0.152542372881356,-0.966101694915254,1.62490174020322
0,1280,73%,0.186440677966102,-0.966101694915254,1.62650729011892
0,1280,73%,0.220338983050848,-0.966101694915254,1.63025418533975
0,1280,73%,0.254237288135593,-0.966101694915254,1.63638851347342
0,1280,73%,0.288135593220339,-0.966101694915254,1.64456237742576
0,1280,73%,0.322033898305085,-0.966101694915254,1.6559317977616
0,1280,73%,0.35593220338983,-0.966101694915254,1.67167671050557
0,1280,73%,0.389830508474576,-0.966101694915254,1.69366384210342
0,1280,73%,0.423728813559322,-0.966101694915254,1.71962807666079
0,1280,73%,0.457627118644068,-0.966101694915254,1.74834937755225
0,1280,73%,0.491525423728814,-0.966101694915254,1.7786375789645
0,1280,73%,0.525423728813559,-0.966101694915254,1.80926063476308
0,1280,73%,0.559322033898305,-0.966101694915254,1.83939967901981
0,1280,73%,0.593220338983051,-0.966101694915254,1.86918304578608
0,1280,73%,0.627118644067797,-0.966101694915254,1.89955694426171
0,1280,73%,0.661016949152542,-0.966101694915254,1.93146024515935
0,1280,73%,0.694915254237288,-0.966101694915254,1.9650179495254
0,1280,73%,0.728813559322034,-0.966101694915254,1.99938267191065
0,1280,73%,0.76271186440678,-0.966101694915254,2.03351550867542
0,1280,73%,0.796610169491526,-0.966101694915254,2.06685012214652
0,1280,73%,0.830508474576271,-0.966101694915254,2.09915975570286
0,1280,73%,0.864406779661017,-0.966101694915254,2.1306483052224
0,1280,73%,0.898305084745763,-0.966101694915254,2.16096984568749
0,1280,73%,0.932203389830508,-0.966101694915254,2.19010568659879
0,1280,73%,0.966101694915254,-0.966101694915254,2.21787190101072
0,1280,73%,1,-0.966101694915254,2.24441450621399
0,1280,73%,-1,-0.932203389830508,2.04572815931849
0,1280,73%,-0.966101694915254,-0.932203389830508,2.03339261450935
0,1280,73%,-0.932203389830508,-0.932203389830508,2.02116799809364
0,1280,73%,-0.898305084745763,-0.932203389830508,2.00891304577006
0,1280,73%,-0.864406779661017,-0.932203389830508,1.99661068221132
0,1280,73%,-0.830508474576271,-0.932203389830508,1.98419564031652
0,1280,73%,-0.796610169491525,-0.932203389830508,1.97162155826144
0,1280,73%,-0.76271186440678,-0.932203389830508,1.95886938895856
0,1280,73%,-0.728813559322034,-0.932203389830508,1.94589921175328
0,1280,73%,-0.694915254237288,-0.932203389830508,1.93278915121689
0,1280,73%,-0.661016949152542,-0.932203389830508,1.91952194146156
0,1280,73%,-0.627118644067797,-0.932203389830508,1.90608246726083
0,1280,73%,-0.593220338983051,-0.932203389830508,1.89239465942488
0,1280,73%,-0.559322033898305,-0.932203389830508,1.87835468189133
0,1280,73%,-0.525423728813559,-0.932203389830508,1.86374005778823
0,1280,73%,-0.491525423728814,-0.932203389830508,1.84836133284802
0,1280,73%,-0.457627118644068,-0.932203389830508,1.83191682304391
0,1280,73%,-0.423728813559322,-0.932203389830508,1.81456660202987
0,1280,73%,-0.389830508474576,-0.932203389830508,1.79614956523782
0,1280,73%,-0.355932203389831,-0.932203389830508,1.77640126171904
0,1280,73%,-0.322033898305085,-0.932203389830508,1.75601966215879
0,1280,73%,-0.288135593220339,-0.932203389830508,1.73550610838471
0,1280,73%,-0.254237288135593,-0.932203389830508,1.715372095821
0,1280,73%,-0.220338983050847,-0.932203389830508,1.69607866737075
0,1280,73%,-0.186440677966102,-0.932203389830508,1.67834010633028
0,1280,73%,-0.152542372881356,-0.932203389830508,1.66219732479485
0,1280,73%,-0.11864406779661,-0.932203389830508,1.64812663252773
0,1280,73%,-0.084745762711864,-0.932203389830508,1.63627617716491
0,1280,73%,-0.050847457627119,-0.932203389830508,1.62627569243437
0,1280,73%,-0.016949152542373,-0.932203389830508,1.61804354574789
